name,latitude,longitude,Type of Hospital,Services,Number of Beds
RIVER OF LIFE FAMILY CLINIC,1.370738,103.8570935,private,"general services, radiology, neurology, gastroenterology, obstetrics",4246
RIVER VALLEY MEDICAL & SURGERY CLINIC,1.29868,103.85367,"private, public","general services, gastroenterology, obstetrics, radiology, cardiology, neurology, urology, pathology",1419
RIVERSAGE FAMILY CLINIC,1.4260582,103.8318663,"profit, private","general services, pathology, neurology, cardiology, gastroenterology, radiology, obstetrics",5833
RIVERVALE FAMILY CLINIC & SURGERY,1.422888,103.8523081,"profit, public","general services, pathology, cardiology, urology, obstetrics, radiology, neurology",7148
ROCHOR CENTRE CLINIC,1.3626405,103.872859,"public, private","general services, urology, neurology, gastroenterology, cardiology",2768
ROYAL CARE MEDICAL FAMILY CLINIC CHOA CHU KANG,1.371454,103.881279,"profit, non-profit","general services, cardiology, gastroenterology",8580
ROYAL CARE MEDICAL YISHUN GROVE,1.422888,103.8523081,"public, private","general services, neurology, radiology, obstetrics, urology, gastroenterology, cardiology, pathology",1964
ROYAL CARE MEDICAL YISHUN JUNCTION 9,1.3332998,103.9259676,"public, non-profit","general services, pathology, urology, obstetrics, gastroenterology, neurology, radiology",3063
ROY'S FAMILY CLINIC,1.28967,103.85007,"public, private","general services, obstetrics, pathology, cardiology, gastroenterology, radiology, urology, neurology",3273
RUBY MEDICAL CENTRE PTE LTD,1.28967,103.85007,"non-profit, public","general services, urology, obstetrics, neurology, radiology, cardiology",2427
S & L FAMILY CLINIC,1.3710263,103.8459226,public,general services,8729
S AND L FAMILY CLINIC,1.334117,103.7403709,"profit, non-profit","general services, gastroenterology, neurology, radiology, obstetrics, urology",3156
S G CLINIC FAMILY PRACTICE,1.28967,103.85007,profit,"general services, cardiology, obstetrics, neurology, urology, pathology",2871
S LEE CLINIC,1.28967,103.85007,non-profit,"general services, cardiology, urology, gastroenterology, pathology",3245
S S TAN MEDICAL CLINIC,1.3277349,103.9213776,"non-profit, profit",general services,6640
S. T. MEDICAL CLINIC,1.3290723,103.8700587,"profit, public","general services, urology, gastroenterology, radiology, pathology, obstetrics, cardiology",8741
"SATA COMMHEALTH 
COMMUNITY HUB",1.35514,103.99006,profit,"general services, neurology, radiology, pathology, urology, cardiology, gastroenterology",834
SATA COMMHEALTH MEDICAL CENTRE,1.3521194,103.9365383,profit,"general services, urology, obstetrics, cardiology, neurology, gastroenterology, radiology, pathology",7520
SATA COMMHEALTH MEDICAL CENTRE,1.28967,103.85007,private,"general services, radiology, obstetrics, urology",1610
SATA COMMHEALTH MEDICAL CENTRE,1.28528,103.80444,"non-profit, public",general services,8771
SATA COMMHEALTH MEDICAL CENTRE,1.28967,103.85007,"profit, public","general services, urology, pathology, radiology, cardiology, neurology",6083
PARKWAY SHENTON MEDICAL GROUP,1.3483117,103.7242489,non-profit,"general services, pathology, obstetrics",1175
SATA COMMHEALTH MEDICAL CENTRE,1.28967,103.85007,"profit, private","general services, cardiology, radiology, urology, pathology, gastroenterology, obstetrics",1727
SATA COMMHEALTH MEDICAL CENTRE,1.28967,103.85007,profit,"general services, neurology, gastroenterology, obstetrics, pathology, radiology, urology, cardiology",20
"SAUDARA CLINIC BY A+J 
GENERAL PHYSICIANS",1.3375584,103.9220014,profit,"general services, neurology",361
SEASONS CLINIC,1.3523302,103.9534923,"non-profit, private","general services, urology, pathology, obstetrics",5535
SENNETT MEDICAL CLINIC,1.3399805,103.7732955,public,general services,7766
SHALOM CLINIC & SURGERY,1.28967,103.85007,"profit, non-profit","general services, cardiology, neurology, obstetrics, urology",8194
SHALOM MEDICAL GROUP,1.28967,103.85007,"public, non-profit","general services, urology, gastroenterology, neurology, radiology, cardiology",1649
SHENTON CLINIC,1.422888,103.8523081,profit,"general services, urology, obstetrics",534
SHENTON FAMILY MEDICAL CLINIC,1.28967,103.85007,private,"general services, cardiology, urology, obstetrics, gastroenterology",101
SHENTON FAMILY MEDICAL CLINIC,1.28967,103.85007,profit,"general services, cardiology, obstetrics",4870
SHENTON FAMILY MEDICAL CLINIC (BEDOK RESERVOIR),1.28967,103.85007,public,"general services, radiology",5516
SHENTON FAMILY MEDICAL CLINIC (TAMPINES),1.3076611,103.8515972,non-profit,"general services, obstetrics, gastroenterology, pathology, cardiology, neurology, urology, radiology",2707
SHENTON MEDICAL GROUP,1.3505812,103.7229812,private,"general services, obstetrics, pathology",1992
SHENTON MEDICAL GROUP,1.3454725,103.9455726,non-profit,"general services, neurology, cardiology",7137
SHENTON MEDICAL GROUP,1.3505812,103.7229812,"public, private","general services, obstetrics, gastroenterology, cardiology, urology, radiology, pathology, neurology",7988
SHENTON MEDICAL GROUP,1.3756005,103.8865229,"profit, private","general services, pathology, obstetrics, neurology",1641
SHENTON MEDICAL GROUP,1.28967,103.85007,non-profit,"general services, neurology, radiology, urology, gastroenterology",6454
SHENTON MEDICAL GROUP,1.28967,103.85007,private,general services,4235
SHENTON MEDICAL GROUP,1.3147211,103.8955876,"public, private","general services, obstetrics, cardiology, neurology, pathology",4647
SHENTON MEDICAL GROUP,1.3330197,103.955751,"non-profit, profit","general services, neurology, cardiology, obstetrics",6858
SHIFA CLINIC & SURGERY,1.28967,103.85007,"public, profit",general services,2445
SHIFA CLINIC (JURONG),1.3267231,103.91906,"private, non-profit","general services, radiology",8566
SHIFA CLINIC (TAMPINES),1.41672,103.83451,profit,"general services, cardiology, radiology, neurology, obstetrics, urology, gastroenterology",1313
SHINE FAMILY CLINIC,1.3504414,103.7181864,"profit, private","general services, pathology, neurology",4951
SIA & YEO HOUGANG CLINIC PTE LTD,1.3111476,103.7961329,"non-profit, public","general services, cardiology, radiology, neurology",6768
PINNACLE FAMILY CLINIC (SEMBAWANG),1.343221,103.775265,"public, profit","general services, neurology, radiology, urology, cardiology, gastroenterology",595
SIA ALH CLINIC (FOR EMPLOYEE ONLY),1.3178295,103.8801042,"private, public","general services, cardiology, urology, neurology, gastroenterology",7659
"SIA FAMILY CLINIC AND 
SURGERY",1.28967,103.85007,"private, non-profit","general services, radiology, obstetrics, gastroenterology, pathology",7278
SIA TRAINING CENTRE CLINIC (FOR EMPLOYEE ONLY),1.3125082,103.7649253,"non-profit, private","general services, cardiology, urology, gastroenterology, radiology, neurology, obstetrics, pathology",6122
SIGLAP CLINIC PTE LTD,1.2786226,103.8444622,"private, non-profit","general services, pathology, radiology, gastroenterology, neurology",6170
SILKROUTES @ CHAI CHEE CLINIC,1.326903,103.9249099,"public, non-profit","general services, pathology, cardiology",4531
SILVER CROSS MEDICAL,1.4518723,103.7976924,"non-profit, profit","general services, gastroenterology, neurology, cardiology, pathology, radiology, obstetrics, urology",640
SILVER CROSS MEDICAL,1.28967,103.85007,non-profit,"general services, gastroenterology, radiology, urology, obstetrics, cardiology, neurology, pathology",4282
SILVER CROSS MEDICAL,1.2922046,103.8028706,"public, private","general services, cardiology, gastroenterology",2198
SILVER CROSS MEDICAL,1.3760409,103.7709449,"public, non-profit","general services, pathology, gastroenterology, neurology, radiology, obstetrics",3764
SIMS DRIVE MEDICAL CLINIC,1.3329598,103.9047783,"profit, non-profit","general services, cardiology, gastroenterology, radiology, neurology",5057
SINGAPURA CLINIC,1.422888,103.8523081,public,"general services, obstetrics, cardiology, gastroenterology, pathology, radiology, urology",4141
SINGMEDICAL CLINIC CLEMENTI,1.3078091,103.8850135,private,general services,1571
SKY MEDICAL,1.3424486,103.9556026,private,"general services, neurology, radiology, gastroenterology",61
SM HANEEFA CLINIC,1.3915825,103.8492444,"public, private",general services,1375
SMRT MEDICAL CLINIC @ WOODLANDS DEPOT,1.28967,103.85007,public,"general services, cardiology, radiology, urology, pathology, gastroenterology, neurology, obstetrics",8669
SOH WELL CLINIC & SURGERY,1.3388984,103.7098334,non-profit,"general services, pathology, neurology, urology, obstetrics",3810
SOONG CLINIC AND SURGERY,1.28967,103.85007,non-profit,"general services, obstetrics, pathology, cardiology",4073
SP CLINIC,1.345826,103.8989134,"non-profit, public","general services, obstetrics, cardiology, pathology, radiology",7096
SPEEDOC,1.4186581,103.8625441,"private, public","general services, pathology, radiology, cardiology, urology, obstetrics, neurology",5170
SPEEDOC CLINIC,1.3226185,103.8611182,"profit, public","general services, obstetrics, radiology, gastroenterology, cardiology, pathology, neurology, urology",7285
SPRING MEDICAL CLINIC (OLD AIRPORT ROAD),1.3494297,103.7422373,"non-profit, profit","general services, obstetrics, cardiology, neurology, radiology, gastroenterology",5387
"ST ANDREW'S MISSION 
HOSPITAL CLINIC (SIMEI)",1.28967,103.85007,"private, non-profit","general services, neurology, obstetrics, radiology, gastroenterology, urology",2985
ST ENGINEERING IN-HOUSE CLINIC (ANG MO KIO),1.3462442,103.7494054,public,"general services, urology, cardiology, gastroenterology",6180
ST ENGINEERING IN-HOUSE CLINIC (CHANGI),1.3122814,103.8546429,private,"general services, obstetrics, cardiology, gastroenterology",698
ST ENGINEERING IN-HOUSE CLINIC (JALAN BOON LAY),1.3561736,103.88922,"non-profit, private",general services,2175
PROVIDENCE CLINIC @ NOVENA,1.3076611,103.8515972,private,"general services, radiology, pathology, gastroenterology, obstetrics, urology, cardiology, neurology",5534
ST ENGINEERING IN-HOUSE CLINIC (PAYA LEBAR),1.28967,103.85007,"public, private","general services, urology, obstetrics",3057
ST ENGINEERING IN-HOUSE CLINIC (SELETAR),1.3317338,103.9398296,"private, public",general services,6002
"ST GEORGES CLINIC AND 
SURGERY PTE LTD",1.3714886,103.970238,"non-profit, profit","general services, neurology, urology, pathology, radiology, cardiology, gastroenterology, obstetrics",8400
ST. LUKE'S COMMUNITY CLINIC,1.28967,103.85007,"private, profit","general services, pathology, urology, neurology, cardiology",2036
STANDARD CLINIC & SURGERY,1.3461569,103.944584,"non-profit, profit",general services,6742
"STARCARE CLINIC AND 
SURGERY PTE. LTD.",1.3533625,103.9530867,"public, profit",general services,5729
STARMED SPECIALIST CENTRE PTE LTD,1.3802356,103.8412851,"public, profit","general services, obstetrics, neurology, radiology",6183
"STAT MEDICAL CLINIC @ 
HOUGANG",1.3805147,103.7697245,"private, profit","general services, urology, radiology, neurology, pathology",7536
STELLA MARIS FAMILY CLINIC & SURGERY,1.28967,103.85007,"private, non-profit","general services, cardiology, neurology, gastroenterology, obstetrics, radiology",5315
STERLING CLINIC & SURGERY,1.28967,103.85007,profit,"general services, gastroenterology, pathology, urology, radiology, obstetrics",5216
STERLING FAMILY CLINIC,1.4460686,103.8287387,public,"general services, obstetrics, pathology, radiology",3457
STEWARD CLINIC,1.3125235,103.8721713,"public, non-profit","general services, cardiology, gastroenterology, pathology, neurology, radiology, urology, obstetrics",1337
STRAITS CLINIC,1.28967,103.85007,private,"general services, obstetrics, urology, pathology, cardiology",6452
STREET 11 CLINIC,1.3363873,103.8872218,private,"general services, gastroenterology",3926
STREET 21 CLINIC TAMPINES PTE. LTD.,1.3461569,103.944584,"public, profit","general services, neurology",5948
SUMMIT MEDICAL CLINIC,1.28967,103.85007,"public, private","general services, neurology, radiology, urology, obstetrics, gastroenterology, pathology",1929
SUNBEAM MEDICAL CLINIC,1.347181,103.9380431,private,general services,6605
SUNBEAM MEDICAL CLINIC,1.3312887,103.9099484,"public, private","general services, urology",5493
SUNCARE MEDICAL CLINIC,1.4461731,103.7994564,"non-profit, public","general services, obstetrics, pathology, neurology",8353
T MEDICAL CLINIC,1.3475386,103.8495469,"public, profit",general services,6325
T MEDICAL CLINIC (KALLANG),1.3653809,103.8491043,"profit, private","general services, neurology, urology, radiology, cardiology, gastroenterology, pathology",6775
T.A. MEDICAL CLINIC,1.3801854,103.8404156,public,"general services, radiology, neurology, urology, gastroenterology, cardiology, obstetrics, pathology",2097
TAI SENG CLINIC,1.3403819,103.7728476,"public, private","general services, gastroenterology, obstetrics, pathology, neurology",813
"TAMPINES CLINIC AND 
SURGERY PTE LTD",1.28967,103.85007,profit,general services,2352
RAFFLESMEDICAL,1.3190441,103.860798,"profit, private","general services, pathology, cardiology",3490
TAMPINES FAMILY MEDICINE CLINIC,1.3190441,103.860798,"public, non-profit","general services, pathology",4131
TAMPINES MEDILIFE CLINIC,1.3689253,103.8462801,"profit, public",general services,1902
TAN & KOH CLINIC & SURGERY,1.3313898,103.9087591,profit,"general services, radiology, urology, gastroenterology, obstetrics, pathology, neurology",2404
TAN & NAH FAMILY CLINIC,1.3089938,103.8552597,"profit, non-profit",general services,6256
TAN & YIK CLINIC & SURGERY,1.3474136,103.7170843,non-profit,"general services, pathology, urology, neurology",518
TAN MEDICAL CLINIC PTE LTD,1.3474136,103.7170843,"private, profit",general services,6521
TAN MEDICARE CLINIC PTE LTD,1.28967,103.85007,"public, non-profit",general services,772
TANG FAMILY CLINIC,1.3687218,103.8555019,profit,"general services, cardiology, radiology",1957
"TAN'S T & T CLINIC AND 
SURGERY",1.3198247,103.9439649,profit,"general services, radiology, pathology, gastroenterology, urology",7058
TAN-TEOH CLINIC & SURGERY,1.363754,103.7467239,non-profit,"general services, gastroenterology, radiology, pathology, obstetrics, cardiology, neurology, urology",2907
TAN-TEOH CLINIC & SURGERY,1.4530992,103.8166963,"profit, private","general services, urology, cardiology, obstetrics, gastroenterology, neurology",5639
TAN-TEOH CLINIC & SURGERY (ANG MO KIO BRANCH),1.3979868,103.7469021,"public, profit","general services, urology, cardiology, radiology",4233
TAY CLINIC,1.4427399,103.7905373,private,"general services, gastroenterology, urology, cardiology, pathology, neurology",1602
TAYKA MEDICAL,1.3326345,103.9396463,"public, profit","general services, gastroenterology, cardiology",7597
TAYKA MEDICAL FAMILY CLINIC,1.28967,103.85007,profit,"general services, gastroenterology, neurology, obstetrics, urology, radiology",1275
TC FAMILY CLINIC PTE LTD,1.28967,103.85007,"public, private","general services, radiology, cardiology, neurology, urology, obstetrics, gastroenterology",4122
TEBAN GARDEN CLINIC,1.336749,103.8741128,"non-profit, private","general services, radiology, urology",6254
TECK GHEE CLINIC (DR TAN YANG KHAI) PTE LTD,1.3456864,103.8560258,"public, private",general services,2083
TEMASEK CLINIC & SURGERY,1.3142463,103.7645522,"non-profit, private","general services, obstetrics, gastroenterology, radiology, neurology",4962
TEMASEK MEDICAL CENTRE,1.332013,103.923692,"public, non-profit","general services, cardiology, obstetrics, pathology",1261
